BusinessEntityID,Año,Trimestre,Mes,Día,PhoneNumber,PhoneNumberTypeID
6336,2014,Trim. 1,enero,13,1 (11) 500 555-0158,1
6337,2014,Trim. 1,marzo,10,1 (11) 500 555-0138,2
6338,2013,Trim. 4,octubre,15,1 (11) 500 555-0177,1
6339,2012,Trim. 3,julio,27,366-555-0160,1
6340,2012,Trim. 4,noviembre,21,154-555-0163,2
6341,2013,Trim. 3,agosto,14,1 (11) 500 555-0115,1
6342,2013,Trim. 4,diciembre,16,174-555-0123,1
6343,2013,Trim. 4,noviembre,24,1 (11) 500 555-0141,2
6344,2011,Trim. 4,diciembre,2,1 (11) 500 555-0185,2
6345,2014,Trim. 1,marzo,29,387-555-0129,1
6346,2014,Trim. 2,mayo,5,990-555-0196,2
6347,2012,Trim. 3,agosto,3,1 (11) 500 555-0149,1
6348,2013,Trim. 1,febrero,26,1 (11) 500 555-0122,1
6349,2014,Trim. 2,mayo,16,706-555-0117,2
6350,2014,Trim. 1,enero,10,380-555-0195,1
6351,2013,Trim. 3,julio,26,1 (11) 500 555-0122,2
6352,2013,Trim. 3,agosto,13,174-555-0120,1
6353,2013,Trim. 4,diciembre,28,1 (11) 500 555-0118,1
6354,2013,Trim. 3,septiembre,13,1 (11) 500 555-0116,1
6355,2013,Trim. 4,diciembre,15,596-555-0114,2
6356,2013,Trim. 3,agosto,10,1 (11) 500 555-0118,1
6357,2013,Trim. 3,julio,17,1 (11) 500 555-0171,2
6358,2013,Trim. 3,agosto,2,1 (11) 500 555-0132,1
6359,2013,Trim. 1,enero,16,1 (11) 500 555-0161,2
6360,2014,Trim. 1,febrero,18,1 (11) 500 555-0116,1
6361,2014,Trim. 1,enero,1,1 (11) 500 555-0134,2
6362,2014,Trim. 1,enero,3,1 (11) 500 555-0130,2
6363,2014,Trim. 2,junio,8,1 (11) 500 555-0199,2
6364,2013,Trim. 2,mayo,9,1 (11) 500 555-0116,1
6365,2014,Trim. 2,mayo,30,525-555-0165,2
6366,2013,Trim. 4,octubre,5,1 (11) 500 555-0115,2
6367,2011,Trim. 2,junio,19,1 (11) 500 555-0147,1
6368,2014,Trim. 1,marzo,17,1 (11) 500 555-0181,1
6369,2013,Trim. 4,octubre,9,901-555-0171,1
6370,2011,Trim. 4,diciembre,22,151-555-0130,1
6371,2014,Trim. 1,enero,19,1 (11) 500 555-0125,2
6372,2013,Trim. 2,abril,22,1 (11) 500 555-0135,1
6373,2013,Trim. 4,noviembre,20,988-555-0116,1
6374,2014,Trim. 2,junio,6,1 (11) 500 555-0122,2
6375,2012,Trim. 2,mayo,12,847-555-0149,2
6376,2013,Trim. 2,abril,22,503-555-0179,2
6377,2011,Trim. 2,junio,16,1 (11) 500 555-0169,2
6378,2014,Trim. 1,marzo,19,574-555-0154,2
6379,2014,Trim. 2,mayo,23,387-555-0113,1
6380,2013,Trim. 4,noviembre,9,632-555-0118,2
6381,2013,Trim. 3,julio,1,1 (11) 500 555-0197,2
6382,2013,Trim. 3,septiembre,21,919-555-0119,1
6383,2014,Trim. 1,febrero,6,760-555-0121,1
6384,2014,Trim. 1,marzo,18,1 (11) 500 555-0129,1
6385,2014,Trim. 1,febrero,28,1 (11) 500 555-0136,2
6386,2013,Trim. 3,agosto,21,1 (11) 500 555-0187,2
6387,2013,Trim. 3,julio,2,143-555-0119,2
6388,2014,Trim. 1,enero,17,989-555-0137,1
6389,2014,Trim. 2,abril,13,424-555-0139,2
6390,2013,Trim. 4,diciembre,10,986-555-0139,1
6391,2014,Trim. 1,enero,2,1 (11) 500 555-0121,2
6392,2014,Trim. 2,abril,26,1 (11) 500 555-0116,1
6393,2012,Trim. 2,junio,23,793-555-0193,1
6394,2014,Trim. 1,enero,10,1 (11) 500 555-0117,2
6395,2013,Trim. 4,diciembre,16,1 (11) 500 555-0153,1
6396,2014,Trim. 1,marzo,14,520-555-0123,1
6397,2014,Trim. 1,enero,17,292-555-0156,1
6398,2014,Trim. 2,junio,21,192-555-0122,1
6399,2013,Trim. 3,julio,15,553-555-0137,1
6400,2014,Trim. 1,enero,7,1 (11) 500 555-0150,1
6401,2013,Trim. 4,noviembre,15,149-555-0113,2
6402,2013,Trim. 2,abril,30,225-555-0129,2
6403,2012,Trim. 2,junio,18,144-555-0194,1
6404,2014,Trim. 2,abril,4,1 (11) 500 555-0110,2
6405,2012,Trim. 2,mayo,2,909-555-0148,2
6406,2012,Trim. 1,marzo,2,366-555-0165,2
6407,2014,Trim. 1,marzo,9,145-555-0164,1
6408,2013,Trim. 4,noviembre,15,327-555-0114,1
6409,2013,Trim. 3,julio,2,847-555-0120,1
6410,2013,Trim. 4,octubre,3,137-555-0157,2
6411,2013,Trim. 4,noviembre,20,1 (11) 500 555-0181,2
6412,2014,Trim. 2,abril,25,1 (11) 500 555-0194,2
6413,2014,Trim. 1,febrero,10,1 (11) 500 555-0164,1
6414,2013,Trim. 4,octubre,17,949-555-0111,1
6415,2014,Trim. 1,febrero,14,380-555-0156,2
6416,2011,Trim. 4,noviembre,18,1 (11) 500 555-0143,1
6417,2014,Trim. 2,mayo,25,222-555-0131,2
6418,2012,Trim. 1,enero,3,419-555-0193,1
6419,2014,Trim. 1,febrero,10,1 (11) 500 555-0115,2
6420,2013,Trim. 3,agosto,4,1 (11) 500 555-0192,1
6421,2014,Trim. 2,mayo,28,150-555-0187,2
6422,2013,Trim. 3,agosto,13,1 (11) 500 555-0196,2
6423,2013,Trim. 3,septiembre,19,1 (11) 500 555-0149,2
6424,2014,Trim. 1,marzo,2,121-555-0113,2
6425,2012,Trim. 2,junio,11,114-555-0149,1
6426,2014,Trim. 2,abril,6,1 (11) 500 555-0194,1
6427,2014,Trim. 2,mayo,28,1 (11) 500 555-0193,2
6428,2013,Trim. 4,noviembre,15,1 (11) 500 555-0164,2
6429,2014,Trim. 1,enero,2,1 (11) 500 555-0118,2
6430,2013,Trim. 3,agosto,22,410-555-0133,2
6431,2014,Trim. 1,marzo,17,513-555-0125,2
6432,2014,Trim. 2,mayo,29,1 (11) 500 555-0169,1
6433,2013,Trim. 1,marzo,25,1 (11) 500 555-0142,2
6434,2014,Trim. 2,abril,19,873-555-0185,2
6435,2013,Trim. 1,enero,7,114-555-0137,2
6436,2011,Trim. 2,junio,29,1 (11) 500 555-0119,2
6437,2013,Trim. 4,diciembre,20,726-555-0190,1
6438,2013,Trim. 4,noviembre,17,1 (11) 500 555-0175,1
6439,2013,Trim. 3,agosto,15,1 (11) 500 555-0185,2
6440,2011,Trim. 3,septiembre,15,671-555-0199,2
6441,2013,Trim. 4,noviembre,18,1 (11) 500 555-0160,2
6442,2013,Trim. 4,diciembre,22,194-555-0143,2
6443,2014,Trim. 1,enero,2,1 (11) 500 555-0111,2
6444,2013,Trim. 1,marzo,14,1 (11) 500 555-0115,2
6445,2014,Trim. 2,abril,23,315-555-0143,2
6446,2014,Trim. 1,enero,6,154-555-0134,2
6447,2014,Trim. 2,mayo,6,429-555-0131,1
6448,2013,Trim. 3,agosto,28,107-555-0161,1
6449,2014,Trim. 2,abril,4,212-555-0184,1
6450,2013,Trim. 2,abril,12,733-555-0189,1
6451,2013,Trim. 4,diciembre,27,1 (11) 500 555-0177,2
6452,2012,Trim. 3,julio,1,988-555-0121,2
6453,2013,Trim. 4,noviembre,24,499-555-0163,2
6454,2013,Trim. 3,julio,25,976-555-0114,2
6455,2014,Trim. 1,enero,13,1 (11) 500 555-0125,1
6456,2012,Trim. 2,mayo,4,1 (11) 500 555-0185,1
6457,2013,Trim. 3,agosto,14,703-555-0171,2
6458,2014,Trim. 2,abril,2,1 (11) 500 555-0117,1
6459,2013,Trim. 4,diciembre,16,429-555-0159,1
6460,2014,Trim. 1,febrero,2,944-555-0179,1
6461,2014,Trim. 1,febrero,10,1 (11) 500 555-0113,2
6462,2013,Trim. 3,agosto,13,1 (11) 500 555-0126,1
6463,2011,Trim. 4,octubre,13,1 (11) 500 555-0139,2
6464,2011,Trim. 2,junio,25,1 (11) 500 555-0190,2
6465,2013,Trim. 4,octubre,22,284-555-0198,1
6466,2013,Trim. 2,mayo,5,1 (11) 500 555-0142,2
6467,2011,Trim. 2,junio,7,1 (11) 500 555-0111,2
6468,2013,Trim. 4,octubre,26,1 (11) 500 555-0161,1
6469,2013,Trim. 2,abril,18,206-555-0173,1
6470,2011,Trim. 4,noviembre,8,1 (11) 500 555-0174,2
6471,2013,Trim. 1,marzo,4,153-555-0154,1
6472,2013,Trim. 4,noviembre,2,149-555-0183,1
6473,2012,Trim. 1,marzo,8,1 (11) 500 555-0120,2
6474,2011,Trim. 4,octubre,27,959-555-0176,2
6475,2012,Trim. 2,abril,19,965-555-0113,2
6476,2014,Trim. 2,mayo,15,1 (11) 500 555-0125,1
6477,2013,Trim. 3,agosto,4,758-555-0153,2
6478,2012,Trim. 1,marzo,14,1 (11) 500 555-0163,1
6479,2013,Trim. 3,agosto,23,1 (11) 500 555-0177,1
6480,2014,Trim. 1,enero,14,606-555-0158,2
6481,2014,Trim. 1,enero,12,1 (11) 500 555-0165,2
6482,2012,Trim. 1,febrero,24,545-555-0121,2
6483,2012,Trim. 2,junio,22,1 (11) 500 555-0166,1
6484,2013,Trim. 4,octubre,5,680-555-0111,2
6485,2011,Trim. 4,diciembre,18,1 (11) 500 555-0181,2
6486,2014,Trim. 2,junio,29,1 (11) 500 555-0171,2
6487,2013,Trim. 4,octubre,27,839-555-0134,1
6488,2014,Trim. 2,mayo,30,435-555-0118,1
6489,2013,Trim. 2,mayo,7,1 (11) 500 555-0176,2
6490,2013,Trim. 4,octubre,22,829-555-0112,2
6491,2011,Trim. 3,julio,24,1 (11) 500 555-0118,1
6492,2013,Trim. 2,abril,27,375-555-0173,2
6493,2014,Trim. 1,febrero,13,969-555-0145,1
6494,2014,Trim. 1,marzo,27,681-555-0186,1
6495,2013,Trim. 3,agosto,23,1 (11) 500 555-0128,1
6496,2014,Trim. 2,abril,11,910-555-0185,1
6497,2013,Trim. 3,julio,11,809-555-0110,2
6498,2014,Trim. 1,enero,22,984-555-0124,1
6499,2014,Trim. 2,mayo,7,192-555-0120,1
6500,2014,Trim. 1,enero,28,1 (11) 500 555-0121,2
6501,2013,Trim. 3,agosto,2,836-555-0132,2
6502,2012,Trim. 4,noviembre,3,1 (11) 500 555-0184,2
6503,2012,Trim. 2,junio,1,384-555-0142,1
6504,2012,Trim. 1,enero,28,1 (11) 500 555-0164,1
6505,2011,Trim. 4,diciembre,20,1 (11) 500 555-0125,2
6506,2014,Trim. 1,marzo,20,1 (11) 500 555-0190,1
6507,2012,Trim. 1,marzo,21,411-555-0125,1
6508,2013,Trim. 3,julio,7,640-555-0132,2
6509,2013,Trim. 1,enero,16,1 (11) 500 555-0135,2
6510,2012,Trim. 2,abril,2,1 (11) 500 555-0166,2
6511,2014,Trim. 2,mayo,24,997-555-0118,2
6512,2013,Trim. 3,julio,21,1 (11) 500 555-0116,1
6513,2011,Trim. 4,diciembre,18,1 (11) 500 555-0198,1
6514,2014,Trim. 1,enero,17,487-555-0194,2
6515,2014,Trim. 1,febrero,2,1 (11) 500 555-0182,1
6516,2013,Trim. 4,octubre,7,669-555-0149,1
6517,2014,Trim. 2,abril,28,1 (11) 500 555-0147,2
6518,2014,Trim. 2,abril,27,136-555-0124,1
6519,2013,Trim. 3,agosto,22,1 (11) 500 555-0123,2
6520,2014,Trim. 1,enero,14,1 (11) 500 555-0118,2
6521,2013,Trim. 4,noviembre,18,114-555-0179,2
6522,2013,Trim. 2,junio,22,589-555-0185,2
6523,2013,Trim. 2,abril,5,369-555-0123,2
6524,2012,Trim. 3,septiembre,17,597-555-0183,1
6525,2014,Trim. 1,febrero,4,911-555-0117,2
6526,2014,Trim. 1,marzo,16,1 (11) 500 555-0115,1
6527,2013,Trim. 4,diciembre,12,630-555-0128,1
6528,2014,Trim. 1,febrero,13,473-555-0111,1
6529,2012,Trim. 1,febrero,23,1 (11) 500 555-0162,2
6530,2013,Trim. 4,octubre,6,214-555-0118,2
6531,2014,Trim. 1,enero,2,1 (11) 500 555-0114,1
6532,2013,Trim. 3,julio,8,1 (11) 500 555-0138,2
6533,2013,Trim. 4,octubre,27,569-555-0151,1
6534,2011,Trim. 4,octubre,28,1 (11) 500 555-0114,2
6535,2013,Trim. 4,octubre,26,398-555-0168,2
6536,2012,Trim. 2,mayo,26,168-555-0113,2
6537,2013,Trim. 3,julio,18,1 (11) 500 555-0172,1
6538,2013,Trim. 2,mayo,21,1 (11) 500 555-0147,1
6539,2014,Trim. 2,abril,14,806-555-0181,2
6540,2014,Trim. 1,febrero,3,183-555-0122,2
6541,2013,Trim. 4,diciembre,5,1 (11) 500 555-0134,1
6542,2014,Trim. 1,febrero,7,1 (11) 500 555-0110,1
6543,2013,Trim. 4,diciembre,26,649-555-0123,1
6544,2012,Trim. 3,agosto,19,1 (11) 500 555-0110,2
6545,2013,Trim. 4,diciembre,24,813-555-0141,1
6546,2014,Trim. 1,marzo,4,602-555-0130,2
6547,2013,Trim. 4,noviembre,19,618-555-0116,2
6548,2013,Trim. 1,febrero,14,1 (11) 500 555-0131,2
6549,2013,Trim. 3,septiembre,10,787-555-0136,2
6550,2013,Trim. 3,julio,7,113-555-0122,2
6551,2014,Trim. 1,marzo,16,442-555-0172,1
6552,2011,Trim. 3,septiembre,19,744-555-0163,2
6553,2013,Trim. 4,noviembre,1,730-555-0139,1
6554,2013,Trim. 2,mayo,10,1 (11) 500 555-0164,1
6555,2013,Trim. 3,septiembre,27,1 (11) 500 555-0182,1
6556,2013,Trim. 2,abril,26,1 (11) 500 555-0156,1
6557,2013,Trim. 4,octubre,1,990-555-0120,1
6558,2011,Trim. 4,octubre,10,1 (11) 500 555-0160,2
6559,2013,Trim. 3,septiembre,15,406-555-0129,2
6560,2013,Trim. 4,octubre,9,1 (11) 500 555-0111,1
6561,2013,Trim. 4,noviembre,7,658-555-0142,2
6562,2014,Trim. 1,marzo,23,746-555-0154,1
6563,2011,Trim. 3,agosto,8,1 (11) 500 555-0198,1
6564,2013,Trim. 3,julio,31,964-555-0196,2
6565,2014,Trim. 1,enero,22,961-555-0133,2
6566,2012,Trim. 4,octubre,17,1 (11) 500 555-0160,2
6567,2014,Trim. 1,febrero,18,477-555-0168,1
6568,2013,Trim. 3,septiembre,1,837-555-0116,2
6569,2013,Trim. 4,noviembre,30,497-555-0185,2
6570,2013,Trim. 2,junio,20,120-555-0115,2
6571,2014,Trim. 2,mayo,16,1 (11) 500 555-0126,1
6572,2014,Trim. 2,abril,16,696-555-0187,2
6573,2011,Trim. 4,diciembre,9,1 (11) 500 555-0120,2
6574,2014,Trim. 2,mayo,10,497-555-0186,1
6575,2013,Trim. 3,julio,16,332-555-0195,2
6576,2011,Trim. 4,octubre,26,833-555-0155,1
6577,2012,Trim. 1,marzo,8,295-555-0128,1
6578,2012,Trim. 3,septiembre,11,1 (11) 500 555-0182,1
6579,2014,Trim. 1,marzo,6,418-555-0156,2
6580,2014,Trim. 1,enero,24,493-555-0113,2
6581,2013,Trim. 1,febrero,26,1 (11) 500 555-0121,2
6582,2014,Trim. 2,abril,29,160-555-0172,2
6583,2012,Trim. 4,noviembre,23,1 (11) 500 555-0196,1
6584,2014,Trim. 2,mayo,22,306-555-0130,2
6585,2014,Trim. 2,mayo,26,1 (11) 500 555-0138,2
6586,2013,Trim. 3,septiembre,4,1 (11) 500 555-0191,2
6587,2013,Trim. 3,septiembre,16,394-555-0182,1
6588,2012,Trim. 3,septiembre,11,1 (11) 500 555-0118,2
6589,2011,Trim. 3,julio,30,505-555-0116,1
6590,2013,Trim. 2,abril,4,1 (11) 500 555-0119,2
6591,2014,Trim. 2,abril,13,487-555-0198,2
6592,2014,Trim. 2,abril,14,1 (11) 500 555-0173,1
6593,2013,Trim. 2,abril,6,1 (11) 500 555-0135,1
6594,2013,Trim. 3,agosto,29,212-555-0119,1
6595,2013,Trim. 4,diciembre,20,1 (11) 500 555-0162,1
6596,2012,Trim. 4,octubre,28,1 (11) 500 555-0199,2
6597,2013,Trim. 4,octubre,3,605-555-0145,1
6598,2013,Trim. 3,septiembre,17,1 (11) 500 555-0187,1
6599,2012,Trim. 4,noviembre,26,1 (11) 500 555-0164,2
6600,2014,Trim. 2,junio,27,837-555-0140,1
6601,2013,Trim. 3,agosto,29,391-555-0113,1
6602,2014,Trim. 2,abril,17,1 (11) 500 555-0161,1
6603,2013,Trim. 3,julio,25,1 (11) 500 555-0161,2
6604,2013,Trim. 3,agosto,21,172-555-0163,1
6605,2013,Trim. 3,agosto,30,892-555-0144,2
6606,2013,Trim. 4,noviembre,4,349-555-0169,1
6607,2013,Trim. 1,enero,6,1 (11) 500 555-0119,1
6608,2014,Trim. 1,febrero,21,122-555-0120,1
6609,2014,Trim. 1,enero,16,422-555-0169,2
6610,2014,Trim. 1,enero,11,694-555-0182,2
6611,2013,Trim. 2,abril,17,1 (11) 500 555-0182,2
6612,2013,Trim. 3,septiembre,20,824-555-0133,2
6613,2014,Trim. 1,marzo,27,189-555-0112,1
6614,2012,Trim. 2,mayo,10,1 (11) 500 555-0184,1
6615,2014,Trim. 2,junio,28,191-555-0115,2
6616,2012,Trim. 1,febrero,23,701-555-0175,2
6617,2012,Trim. 3,julio,13,169-555-0118,1
6618,2014,Trim. 1,enero,17,1 (11) 500 555-0148,1
6619,2012,Trim. 4,diciembre,29,655-555-0194,1
6620,2013,Trim. 2,junio,1,497-555-0196,2
6621,2012,Trim. 2,mayo,10,801-555-0176,1
6622,2012,Trim. 1,enero,15,444-555-0144,2
6623,2014,Trim. 1,febrero,12,875-555-0149,1
6624,2014,Trim. 1,marzo,30,1 (11) 500 555-0133,2
6625,2012,Trim. 3,septiembre,2,1 (11) 500 555-0121,2
6626,2013,Trim. 4,noviembre,24,1 (11) 500 555-0198,2
6627,2012,Trim. 1,febrero,13,535-555-0131,2
6628,2013,Trim. 3,julio,16,1 (11) 500 555-0128,1
6629,2013,Trim. 3,septiembre,5,455-555-0186,2
6630,2012,Trim. 1,enero,13,430-555-0145,2
6631,2014,Trim. 2,mayo,13,592-555-0152,1
6632,2013,Trim. 4,noviembre,22,151-555-0135,1
6633,2012,Trim. 3,agosto,22,431-555-0179,1
6634,2013,Trim. 3,julio,27,985-555-0125,2
6635,2011,Trim. 3,septiembre,12,1 (11) 500 555-0140,1
6636,2014,Trim. 1,enero,28,1 (11) 500 555-0114,1
6637,2014,Trim. 1,enero,7,1 (11) 500 555-0126,1
6638,2013,Trim. 2,mayo,1,1 (11) 500 555-0112,2
6639,2013,Trim. 3,septiembre,28,1 (11) 500 555-0113,1
6640,2012,Trim. 3,agosto,23,1 (11) 500 555-0156,1
6641,2013,Trim. 4,noviembre,27,289-555-0163,2
6642,2014,Trim. 1,marzo,27,645-555-0110,1
6643,2014,Trim. 1,marzo,26,102-555-0122,2
6644,2013,Trim. 3,septiembre,6,1 (11) 500 555-0182,1
6645,2014,Trim. 2,junio,16,173-555-0176,1
6646,2013,Trim. 4,noviembre,28,1 (11) 500 555-0192,1
6647,2013,Trim. 4,octubre,12,1 (11) 500 555-0191,1
6648,2012,Trim. 2,abril,20,215-555-0113,1
6649,2014,Trim. 2,junio,25,1 (11) 500 555-0180,1
6650,2013,Trim. 2,mayo,15,1 (11) 500 555-0113,1
6651,2013,Trim. 4,diciembre,6,553-555-0132,2
6652,2014,Trim. 1,marzo,5,138-555-0151,2
6653,2013,Trim. 4,diciembre,24,779-555-0199,1
6654,2013,Trim. 3,julio,4,1 (11) 500 555-0189,1
6655,2013,Trim. 2,abril,2,1 (11) 500 555-0162,2
6656,2013,Trim. 4,noviembre,13,663-555-0184,2
6657,2013,Trim. 3,julio,31,614-555-0113,1
6658,2013,Trim. 2,abril,9,205-555-0184,2
6659,2013,Trim. 3,julio,22,1 (11) 500 555-0147,2
6660,2014,Trim. 2,mayo,15,1 (11) 500 555-0149,1
6661,2014,Trim. 2,abril,30,415-555-0123,1
6662,2013,Trim. 3,agosto,6,1 (11) 500 555-0111,2
6663,2014,Trim. 2,junio,25,926-555-0172,1
6664,2013,Trim. 3,agosto,20,337-555-0160,1
6665,2011,Trim. 2,junio,18,1 (11) 500 555-0114,2
6666,2012,Trim. 1,marzo,3,832-555-0169,1
6667,2013,Trim. 3,agosto,18,1 (11) 500 555-0138,1
6668,2014,Trim. 1,enero,27,185-555-0185,1
6669,2011,Trim. 4,noviembre,20,110-555-0116,2
6670,2014,Trim. 2,abril,7,236-555-0154,1
6671,2013,Trim. 3,agosto,20,712-555-0167,2
6672,2013,Trim. 3,septiembre,12,693-555-0119,2
6673,2014,Trim. 1,febrero,20,539-555-0134,1
6674,2014,Trim. 2,abril,14,313-555-0193,2
6675,2013,Trim. 4,diciembre,10,1 (11) 500 555-0116,1
6676,2013,Trim. 3,julio,8,806-555-0179,2
6677,2014,Trim. 2,junio,8,883-555-0177,2
6678,2013,Trim. 3,julio,25,954-555-0144,2
6679,2012,Trim. 1,febrero,17,613-555-0119,2
6680,2013,Trim. 3,septiembre,24,872-555-0191,2
6681,2012,Trim. 3,julio,20,1 (11) 500 555-0168,1
6682,2014,Trim. 2,mayo,27,981-555-0164,2
6683,2014,Trim. 1,marzo,15,1 (11) 500 555-0119,2
6684,2012,Trim. 3,agosto,25,1 (11) 500 555-0188,1
6685,2013,Trim. 1,febrero,27,480-555-0131,2
6686,2013,Trim. 4,octubre,29,617-555-0190,2
6687,2013,Trim. 2,mayo,14,1 (11) 500 555-0169,1
6688,2013,Trim. 4,diciembre,8,679-555-0111,1
6689,2014,Trim. 1,marzo,9,1 (11) 500 555-0115,2
6690,2012,Trim. 3,septiembre,4,1 (11) 500 555-0151,1
6691,2013,Trim. 1,enero,24,1 (11) 500 555-0188,1
6692,2013,Trim. 3,agosto,12,1 (11) 500 555-0132,1
6693,2014,Trim. 2,abril,5,628-555-0180,2
6694,2013,Trim. 4,noviembre,23,788-555-0169,1
6695,2012,Trim. 4,diciembre,21,112-555-0135,1
6696,2013,Trim. 3,julio,14,968-555-0116,2
6697,2013,Trim. 1,enero,25,1 (11) 500 555-0137,1
6698,2013,Trim. 3,septiembre,6,226-555-0146,2
6699,2012,Trim. 1,marzo,17,524-555-0163,2
6700,2013,Trim. 3,julio,7,1 (11) 500 555-0186,2
6701,2013,Trim. 4,diciembre,9,1 (11) 500 555-0156,2
6702,2014,Trim. 1,febrero,6,1 (11) 500 555-0198,2
6703,2013,Trim. 3,septiembre,13,1 (11) 500 555-0115,1
6704,2013,Trim. 3,septiembre,4,1 (11) 500 555-0138,1
6705,2013,Trim. 3,julio,29,590-555-0180,2
6706,2014,Trim. 2,abril,20,898-555-0166,1
6707,2014,Trim. 2,junio,8,1 (11) 500 555-0159,2
6708,2012,Trim. 4,noviembre,10,1 (11) 500 555-0151,1
6709,2014,Trim. 2,junio,29,255-555-0162,2
6710,2014,Trim. 2,mayo,28,178-555-0184,2
6711,2014,Trim. 1,marzo,3,121-555-0173,1
6712,2014,Trim. 1,enero,20,1 (11) 500 555-0151,1
6713,2014,Trim. 2,abril,12,413-555-0122,1
6714,2014,Trim. 2,mayo,22,199-555-0165,1
6715,2013,Trim. 3,septiembre,19,1 (11) 500 555-0167,2
6716,2014,Trim. 2,abril,4,117-555-0115,2
6717,2014,Trim. 1,marzo,31,394-555-0190,2
6718,2013,Trim. 3,septiembre,7,154-555-0125,2
6719,2011,Trim. 3,agosto,13,1 (11) 500 555-0119,1
6720,2013,Trim. 2,junio,27,834-555-0135,1
6721,2013,Trim. 3,septiembre,21,690-555-0189,1
6722,2013,Trim. 3,julio,27,833-555-0113,1
6723,2014,Trim. 2,abril,8,346-555-0170,2
6724,2013,Trim. 4,octubre,6,1 (11) 500 555-0147,1
6725,2013,Trim. 1,marzo,22,698-555-0113,2
6726,2013,Trim. 3,julio,1,240-555-0151,2
6727,2013,Trim. 4,octubre,28,810-555-0131,2
6728,2012,Trim. 4,noviembre,22,1 (11) 500 555-0184,2
6729,2014,Trim. 1,enero,5,1 (11) 500 555-0174,2
6730,2013,Trim. 4,noviembre,14,153-555-0127,2
6731,2013,Trim. 3,septiembre,25,1 (11) 500 555-0199,2
6732,2013,Trim. 4,noviembre,26,321-555-0185,1
6733,2013,Trim. 3,septiembre,10,1 (11) 500 555-0149,2
6734,2013,Trim. 3,julio,21,1 (11) 500 555-0134,2
6735,2013,Trim. 4,diciembre,16,1 (11) 500 555-0116,2
6736,2013,Trim. 4,noviembre,14,485-555-0113,1
6737,2014,Trim. 2,mayo,13,515-555-0145,2
6738,2013,Trim. 4,noviembre,18,838-555-0196,2
6739,2013,Trim. 3,agosto,6,118-555-0127,2
6740,2013,Trim. 4,octubre,27,672-555-0135,2
6741,2012,Trim. 2,junio,22,1 (11) 500 555-0115,2
6742,2014,Trim. 2,mayo,16,581-555-0158,2
6743,2012,Trim. 3,septiembre,27,1 (11) 500 555-0151,1
6744,2014,Trim. 1,febrero,11,1 (11) 500 555-0148,2
6745,2014,Trim. 2,mayo,18,548-555-0132,1
6746,2012,Trim. 1,marzo,5,479-555-0110,2
6747,2013,Trim. 4,noviembre,4,1 (11) 500 555-0194,2
6748,2014,Trim. 2,junio,22,674-555-0185,1
6749,2012,Trim. 1,marzo,28,123-555-0152,1
6750,2012,Trim. 4,octubre,24,1 (11) 500 555-0126,1
6751,2013,Trim. 1,marzo,27,819-555-0144,2
6752,2012,Trim. 4,diciembre,12,1 (11) 500 555-0196,1
6753,2014,Trim. 1,marzo,14,1 (11) 500 555-0157,1
6754,2013,Trim. 3,agosto,12,787-555-0188,1
6755,2012,Trim. 2,mayo,20,292-555-0195,2
6756,2013,Trim. 2,junio,8,1 (11) 500 555-0187,1
6757,2013,Trim. 4,octubre,16,1 (11) 500 555-0133,1
6758,2014,Trim. 1,marzo,25,1 (11) 500 555-0111,2
6759,2013,Trim. 4,diciembre,10,1 (11) 500 555-0196,1
6760,2013,Trim. 1,marzo,3,1 (11) 500 555-0146,1
6761,2013,Trim. 4,octubre,8,1 (11) 500 555-0146,1
6762,2012,Trim. 1,febrero,3,231-555-0168,2
6763,2013,Trim. 2,abril,4,171-555-0119,2
6764,2012,Trim. 2,abril,25,1 (11) 500 555-0123,1
6765,2014,Trim. 1,marzo,22,115-555-0119,1
6766,2012,Trim. 1,enero,19,302-555-0121,1
6767,2014,Trim. 1,marzo,3,166-555-0170,1
6768,2014,Trim. 2,abril,1,1 (11) 500 555-0186,2
6769,2014,Trim. 1,febrero,2,625-555-0177,1
6770,2013,Trim. 1,enero,23,1 (11) 500 555-0170,1
6771,2014,Trim. 1,enero,1,1 (11) 500 555-0156,1
6772,2014,Trim. 2,mayo,4,662-555-0188,1
6773,2014,Trim. 2,abril,24,609-555-0115,1
6774,2013,Trim. 3,agosto,13,579-555-0141,1
6775,2013,Trim. 3,julio,30,820-555-0119,1
6776,2014,Trim. 1,enero,13,235-555-0196,2
6777,2014,Trim. 1,febrero,3,365-555-0193,2
6778,2013,Trim. 4,diciembre,20,115-555-0148,2
6779,2013,Trim. 3,julio,14,1 (11) 500 555-0189,1
6780,2013,Trim. 3,septiembre,18,1 (11) 500 555-0164,1
6781,2013,Trim. 4,noviembre,12,125-555-0159,2
6782,2013,Trim. 3,agosto,14,1 (11) 500 555-0152,1
6783,2012,Trim. 3,septiembre,11,1 (11) 500 555-0181,2
6784,2011,Trim. 4,diciembre,4,933-555-0167,1
6785,2014,Trim. 2,abril,6,183-555-0169,2
6786,2014,Trim. 1,febrero,10,1 (11) 500 555-0114,1
6787,2013,Trim. 3,agosto,6,366-555-0173,2
6788,2011,Trim. 4,noviembre,22,1 (11) 500 555-0151,2
6789,2014,Trim. 1,marzo,5,1 (11) 500 555-0174,1
6790,2013,Trim. 4,octubre,5,977-555-0139,1
6791,2012,Trim. 4,diciembre,22,1 (11) 500 555-0195,1
