BusinessEntityID,EmailAddress,EmailAddressID,Año,Trimestre,Mes,Día,rowguid
3134,stephanie44@adventure-works.com,2329,2013,Trim. 2,junio,25,7E7FB80E-1E89-4D36-B1A8-ECCE098249A8
3135,adriana1@adventure-works.com,2330,2013,Trim. 3,julio,14,B586EE1C-FF3A-4AF0-9F73-3F1344F8A579
3136,stephanie45@adventure-works.com,2331,2013,Trim. 3,septiembre,7,9742CC73-47D4-4B2F-AF1D-DB5EDD1F7F65
3137,adriana2@adventure-works.com,2332,2012,Trim. 1,enero,24,6975B899-2A77-491A-8FB6-60042894C2DC
3138,adriana3@adventure-works.com,2333,2014,Trim. 2,mayo,27,CD61EE4F-CFD8-4273-BBD8-B457272E30EC
3139,stephanie46@adventure-works.com,2334,2014,Trim. 1,febrero,14,51C23FCF-D2FF-4DB0-A4C7-14829CF03688
3140,adriana4@adventure-works.com,2335,2014,Trim. 2,mayo,29,17DE6C9F-E694-4D42-AD40-D389AF097A63
3141,stephanie47@adventure-works.com,2336,2013,Trim. 3,julio,13,082789A2-88E1-493F-B2C2-A48E1F8EA49C
3142,stephanie48@adventure-works.com,2337,2014,Trim. 1,marzo,30,B5D2591F-1E51-465B-A4A5-8D536E4A60E5
3143,adriana5@adventure-works.com,2338,2014,Trim. 1,febrero,20,DA01EA7C-12A8-4801-A7CF-7DBBE0A82DA0
3144,stephanie49@adventure-works.com,2339,2014,Trim. 1,febrero,15,9C0D50D7-CD73-4FFF-B0A2-0C16C7A50464
3145,hailey0@adventure-works.com,2340,2011,Trim. 4,diciembre,24,64FAE2C6-63F3-4AF6-B828-54304512347E
3146,cedric1@adventure-works.com,2341,2012,Trim. 2,mayo,18,27FC8B7E-14B0-4FFE-A434-9FD76ED4BAB3
3147,adriana6@adventure-works.com,2342,2012,Trim. 3,julio,19,5BC4484E-5704-411E-BF1B-5A6671CC1593
3148,hailey1@adventure-works.com,2343,2013,Trim. 1,febrero,1,535792CA-691D-4271-8856-FBBC02279B28
3149,hailey2@adventure-works.com,2344,2013,Trim. 4,diciembre,30,D1D53EEE-9B17-4340-902F-0F693C7EA0BD
3150,adriana7@adventure-works.com,2345,2013,Trim. 3,agosto,31,2920D15C-19BF-4468-8B01-59E31B1A836B
3151,hailey3@adventure-works.com,2346,2014,Trim. 2,abril,27,D5FEC1F7-F775-4F6C-BC2C-A4E73DBA0C29
3152,adriana8@adventure-works.com,2347,2012,Trim. 4,diciembre,15,6BFB7EF4-17E5-43CA-9D2F-F72995BFC350
3153,hailey4@adventure-works.com,2348,2013,Trim. 3,julio,23,FF3363A2-7A3D-48B7-ABF9-C64A55955E74
3154,hailey5@adventure-works.com,2349,2013,Trim. 4,diciembre,29,CABF99A0-05D1-4D19-BD9A-F47AD8283D5B
3155,adriana9@adventure-works.com,2350,2011,Trim. 4,noviembre,29,561487F1-82AA-4FDB-948F-BAF75302E176
3156,adriana10@adventure-works.com,2351,2013,Trim. 3,julio,4,7852B7A7-38D0-422E-8173-47738A5B660E
3157,hailey6@adventure-works.com,2352,2014,Trim. 2,mayo,6,C69A1D95-5A86-4F02-A5CC-1D4273B3164A
3158,hailey7@adventure-works.com,2353,2013,Trim. 4,diciembre,25,E15BB260-28FB-40FF-8A88-E8512DEE8F38
3159,hailey8@adventure-works.com,2354,2014,Trim. 1,marzo,1,98CCB6F8-9C73-4CFB-AAD2-FDE089054EB9
3160,hailey9@adventure-works.com,2355,2014,Trim. 1,marzo,9,F3AEFE7A-3E6B-4B20-A4D6-E0A32349291D
3161,hailey10@adventure-works.com,2356,2013,Trim. 1,marzo,26,57D2A5EE-10AA-49D1-88B8-EF1D92457C8F
3162,adriana11@adventure-works.com,2357,2013,Trim. 4,diciembre,1,706A6EA7-DC63-4B23-8294-5DBBBC939AE4
3163,hailey11@adventure-works.com,2358,2012,Trim. 2,mayo,27,550784E9-F819-4BE5-AAF8-7D2E84136BC2
3164,carol5@adventure-works.com,2359,2014,Trim. 1,enero,26,BEC5AF11-FEAD-4612-9789-274577B3592F
3165,hailey12@adventure-works.com,2360,2013,Trim. 4,octubre,20,B4D725B9-D2AB-4A77-ADA8-6746920F0A72
3166,adriana12@adventure-works.com,2361,2014,Trim. 2,junio,17,87DF509C-6272-4E48-9AD9-59570CE6D517
3167,hailey13@adventure-works.com,2362,2014,Trim. 1,enero,17,F6E72D8C-0EB4-48B7-9C56-B2323F8CE100
3168,hailey14@adventure-works.com,2363,2013,Trim. 3,julio,10,B0B565A6-EA84-4336-B21E-E2E047BB12AA
3169,hailey15@adventure-works.com,2364,2014,Trim. 2,abril,7,9AEACF4F-4E1B-4B08-ABEA-26C3D76B35F2
3170,hailey16@adventure-works.com,2365,2014,Trim. 2,abril,15,2172C235-29DE-4489-B6B0-ABC2E57F304F
3171,hailey17@adventure-works.com,2366,2011,Trim. 4,noviembre,25,342852EE-F03B-47EF-A95E-9A611277C52E
3172,hailey18@adventure-works.com,2367,2013,Trim. 3,julio,11,3264483C-BB40-44AD-885C-9A406769F8D0
3173,adriana13@adventure-works.com,2368,2013,Trim. 3,septiembre,30,D4DCF2C6-A775-456F-9899-A5D3DBD2408E
3174,hailey19@adventure-works.com,2369,2014,Trim. 1,enero,28,D1951FB7-C177-42C1-8AA1-6BCDFF6F6265
3175,adriana14@adventure-works.com,2370,2013,Trim. 3,septiembre,18,7B2F5B8F-C8AF-4246-8DB9-B707109C5E77
3176,hailey20@adventure-works.com,2371,2013,Trim. 4,octubre,10,1C47909D-D9D8-4A5C-ACD8-E9E8E19059B7
3177,hailey21@adventure-works.com,2372,2014,Trim. 2,abril,21,164C1D2E-9D3C-450A-826C-0E341081BAB8
3178,cedric2@adventure-works.com,2373,2011,Trim. 3,agosto,6,2B80DF26-1739-4F44-B773-1EE13613922B
3179,adriana15@adventure-works.com,2374,2013,Trim. 2,mayo,18,5503B775-B8B3-4169-8253-7ED39B675973
3180,hailey22@adventure-works.com,2375,2014,Trim. 1,marzo,13,D8218991-694C-422E-9A7E-EFD554E8075D
3181,adriana16@adventure-works.com,2376,2013,Trim. 4,noviembre,3,F1FEC442-F9AB-4D57-85CB-29001E05673E
3182,hailey23@adventure-works.com,2377,2012,Trim. 4,octubre,26,EF076EDC-5904-4C1E-A6B1-75BA563E8174
3183,hailey24@adventure-works.com,2378,2013,Trim. 1,febrero,16,AD892518-FBE3-4E39-95E2-567E66FEEFAE
3184,adriana17@adventure-works.com,2379,2012,Trim. 2,abril,25,EE44B8F1-CB1D-449E-91BE-D8BC663A875B
3185,hailey25@adventure-works.com,2380,2013,Trim. 4,noviembre,10,68C54634-9E4B-4669-9094-FD65C017D23C
3186,hailey26@adventure-works.com,2381,2014,Trim. 1,enero,26,C93BFAF4-3C43-491E-9001-43BCA236BF9B
3187,adriana18@adventure-works.com,2382,2012,Trim. 2,junio,1,BF7D3DF3-C18A-4060-85CC-36452970BD1F
3188,hailey27@adventure-works.com,2383,2014,Trim. 2,abril,10,285BCE1A-8301-4A83-89CE-1E694B25ECA6
3189,adriana19@adventure-works.com,2384,2011,Trim. 4,octubre,24,9DC08DE9-9A4F-45C7-95CA-3FA946D91E96
3190,hailey28@adventure-works.com,2385,2014,Trim. 1,febrero,22,F77465B2-DB12-42FD-BE22-6CA95A37F05F
3191,adriana20@adventure-works.com,2386,2013,Trim. 4,diciembre,26,DDE4B3AF-7139-4761-9058-762B1C8AB34C
3192,hailey29@adventure-works.com,2387,2014,Trim. 1,enero,9,261AB092-9D66-4092-9C86-FC51A80CA361
3193,adriana21@adventure-works.com,2388,2013,Trim. 4,octubre,28,4ED6D62F-59FD-4F77-915E-4560670D02DC
3194,carol6@adventure-works.com,2389,2013,Trim. 1,enero,27,670838C0-9DB6-4C6B-9A0F-564B4F61339C
3195,adriana22@adventure-works.com,2390,2013,Trim. 4,noviembre,27,E52FF423-A7EB-4AA5-AE3E-1D29D1FC4670
3196,kaitlin0@adventure-works.com,2391,2013,Trim. 3,septiembre,17,4C75F793-E661-4FB7-B319-722A1B635FA1
3197,hailey30@adventure-works.com,2392,2013,Trim. 3,julio,1,AD1DF8F0-B43C-41D1-B3F7-1359E31DC6C1
3198,cedric3@adventure-works.com,2393,2013,Trim. 3,agosto,1,3008D495-BA96-46C0-933F-8B3C42CB0DE2
3199,kaitlin1@adventure-works.com,2394,2014,Trim. 1,marzo,23,C9181123-9BE5-40CC-BF23-48AE76047152
3200,hailey31@adventure-works.com,2395,2013,Trim. 3,julio,19,B8DC0E93-D8BE-4869-93CE-62ACD1D65D2D
3201,hailey32@adventure-works.com,2396,2013,Trim. 4,octubre,28,EA041EEA-E618-4AEF-B367-C8EF90D3817A
3202,kaitlin2@adventure-works.com,2397,2013,Trim. 3,septiembre,13,D0772892-4430-4B02-8E55-F9E0D7A1DBFD
3203,hailey33@adventure-works.com,2398,2014,Trim. 1,enero,24,FA75E5EC-6F52-4E76-92F0-FFE197FDC1FA
3204,hailey34@adventure-works.com,2399,2013,Trim. 3,septiembre,4,47899097-D321-4E07-9520-80558B762B0C
3205,kaitlin3@adventure-works.com,2400,2013,Trim. 3,septiembre,8,5A9F93F6-8291-47F3-BA57-0F1E3D26ECED
3206,hailey35@adventure-works.com,2401,2013,Trim. 2,mayo,13,14E827F1-9746-46A2-B534-FE6E17E6937A
3207,kaitlin4@adventure-works.com,2402,2014,Trim. 1,febrero,1,DEC216D4-BB98-4948-8AC1-CE3B0171BD70
3208,hailey36@adventure-works.com,2403,2013,Trim. 3,julio,1,72C1135C-D1C8-4146-8901-B5D88EBD33E3
3209,hailey37@adventure-works.com,2404,2014,Trim. 2,abril,8,204695A1-658D-4090-B79E-F05408DB64AC
3210,hailey38@adventure-works.com,2405,2014,Trim. 1,febrero,20,C3D4255F-E9CA-4D96-A1CC-0A3B836BAF8D
3211,hailey39@adventure-works.com,2406,2014,Trim. 1,marzo,11,6C40051E-1142-44F9-9F71-AF6D89096AA9
3212,hailey40@adventure-works.com,2407,2012,Trim. 4,octubre,13,5CC491E7-F9D7-4431-99F5-0BE4D0551E5A
3213,kaitlin5@adventure-works.com,2408,2013,Trim. 3,septiembre,13,E59F3AC3-C778-4951-82D0-8F0E89A6797A
3214,hailey41@adventure-works.com,2409,2013,Trim. 4,noviembre,22,AE8B9309-9037-46E9-98DE-0218F1896E45
3215,kaitlin6@adventure-works.com,2410,2013,Trim. 3,septiembre,26,A05BB905-C818-4F2F-ABAC-4C9B9ED9C4D7
3216,kaitlin7@adventure-works.com,2411,2013,Trim. 4,noviembre,13,3CAC4FE1-4F4E-44FF-969B-8C08E538A901
3217,kaitlin8@adventure-works.com,2412,2014,Trim. 1,febrero,6,89D22570-C6C1-4F81-8253-03DB6723FCD1
3218,cedric4@adventure-works.com,2413,2012,Trim. 3,julio,6,5A153067-91A6-4DBB-9B05-5B77372B4C97
3219,kaitlin9@adventure-works.com,2414,2013,Trim. 3,agosto,31,5C48AF09-8C50-4485-B8A1-C0EFFA1CDBED
3220,hailey42@adventure-works.com,2415,2013,Trim. 2,junio,30,46EDDA83-25E1-4163-B0CE-3DFA8AC3B580
3221,maria1@adventure-works.com,2416,2014,Trim. 2,abril,4,97EDFDDE-E253-4353-983E-0C4152B5CEA5
3222,maria2@adventure-works.com,2417,2013,Trim. 3,julio,24,E68B38A9-C3DF-443A-ACC2-4BBD7AEBD2E3
3223,maria3@adventure-works.com,2418,2012,Trim. 1,enero,6,BBEC85C5-34F0-4B98-B17B-5103E657156E
3224,kaitlin10@adventure-works.com,2419,2013,Trim. 3,septiembre,1,CAA56ECE-B359-4D36-B7F8-C0DF2BBD0C65
3225,maria4@adventure-works.com,2420,2013,Trim. 3,agosto,4,11382A19-2822-4B3C-8AB3-0BC91AC76234
3226,maria5@adventure-works.com,2421,2013,Trim. 4,diciembre,13,D8FF4B32-CC8A-4FA4-9D52-46895E3FF476
3227,kaitlin11@adventure-works.com,2422,2012,Trim. 4,octubre,20,7CC22B88-D087-4C5D-BAE9-222979456CA4
3228,kaitlin12@adventure-works.com,2423,2014,Trim. 2,mayo,15,5B771152-48B9-4705-98FF-595F393CC28D
3229,maria6@adventure-works.com,2424,2012,Trim. 2,junio,15,EBBF2633-AFDC-4FE2-AB20-3D2C2CD5D94F
3230,maria7@adventure-works.com,2425,2013,Trim. 3,agosto,3,2F0F9E3D-E0E8-493C-9F61-79F12164500C
3231,maria8@adventure-works.com,2426,2014,Trim. 1,enero,28,44ACE4A4-7CB5-4E84-BAF1-F9522CB3E84E
3232,maria9@adventure-works.com,2427,2014,Trim. 1,febrero,24,FB2583AC-ABB3-4489-90F0-0E1E826692C6
3233,maría10@adventure-works.com,2428,2014,Trim. 1,marzo,18,6ADE317D-E42A-4A73-A6F2-FB184EB39F17
3234,kaitlin13@adventure-works.com,2429,2013,Trim. 3,septiembre,18,F84A1A81-4AC1-49BA-B9D3-38E907138EF5
3235,maria11@adventure-works.com,2430,2013,Trim. 3,agosto,30,AE53A986-65EF-4F24-B6D2-DD2EFDF86A62
3236,maria12@adventure-works.com,2431,2014,Trim. 1,marzo,10,161AE632-66E0-4957-83FD-7140E7670023
3237,kaitlin14@adventure-works.com,2432,2011,Trim. 4,noviembre,16,6C6C329E-E7CA-4491-8F00-9381CE79B170
3238,maria13@adventure-works.com,2433,2011,Trim. 4,noviembre,10,B9979881-72B0-4A2C-88CD-A4DA0A47107E
3239,maria14@adventure-works.com,2434,2014,Trim. 1,enero,14,7FB8FBD6-7373-4A6B-8976-792BCB3A9AD3
3240,maria15@adventure-works.com,2435,2014,Trim. 2,mayo,13,2FC14740-1E93-4B68-9DD8-0320A79198EC
3241,maria16@adventure-works.com,2436,2013,Trim. 2,junio,19,675BE780-1901-4591-8F71-918AED4B8C05
3242,maria17@adventure-works.com,2437,2012,Trim. 4,octubre,6,98072285-B7DF-4734-BD26-BB3CA21C8525
3243,kaitlin15@adventure-works.com,2438,2014,Trim. 2,mayo,31,44E8880C-9AA6-4A20-B262-60C7681C5380
3244,kaitlin16@adventure-works.com,2439,2013,Trim. 1,febrero,8,FDF5F301-F771-4369-B14F-DAB8391E19B5
3245,cedric5@adventure-works.com,2440,2013,Trim. 1,marzo,26,4EED13AA-684B-4543-85DA-AD005DCDA33B
3246,kaitlin17@adventure-works.com,2441,2013,Trim. 3,septiembre,22,46B92DA9-ABF9-4115-A45D-37090B3DC00A
3247,kaitlin18@adventure-works.com,2442,2014,Trim. 1,febrero,10,39DB939F-9702-4006-8D3F-0B6880A3CE07
3248,maria18@adventure-works.com,2443,2013,Trim. 3,julio,30,12A49BDF-C963-4F77-A197-B091A3DFB61E
3249,maria19@adventure-works.com,2444,2011,Trim. 3,agosto,8,FB72082F-0781-4254-AE0A-C55EBA54BB26
3250,kaitlin19@adventure-works.com,2445,2011,Trim. 3,septiembre,22,2681058F-32D1-4479-B14F-F4B20BB71AB4
3251,maria20@adventure-works.com,2446,2013,Trim. 4,diciembre,8,181A9113-666F-42D4-89E4-783775A2A67E
3252,maria21@adventure-works.com,2447,2014,Trim. 2,abril,29,B3888B8A-D978-4A08-88B9-A919D74F5979
3253,kaitlin20@adventure-works.com,2448,2014,Trim. 2,mayo,12,74E90701-2689-420D-9FDC-2F4F300B56B6
3254,maria22@adventure-works.com,2449,2013,Trim. 3,agosto,17,AD6298BD-3B5A-49DC-A683-053A0363F41E
3255,ruth6@adventure-works.com,2450,2013,Trim. 1,enero,15,D0A0AE2E-65CA-41B4-9CA1-3D94B153C35C
3256,maria23@adventure-works.com,2451,2013,Trim. 1,marzo,19,16B48CF2-3A91-4CA7-9AF5-0EA47FA10EA8
3257,maria24@adventure-works.com,2452,2013,Trim. 4,diciembre,21,4607C58B-2780-490E-9310-84C8DD86B3EB
3258,maria25@adventure-works.com,2453,2012,Trim. 3,julio,3,775E9D2A-1D1F-4BFD-80B4-37B7B22B09C7
3259,ruth7@adventure-works.com,2454,2013,Trim. 3,agosto,4,869B49CE-91AD-440D-BA08-79DB7136C26F
3260,maria26@adventure-works.com,2455,2013,Trim. 4,diciembre,29,0F321FB9-228A-49BB-A3A4-B65B3712AB1D
3261,maria27@adventure-works.com,2456,2013,Trim. 3,agosto,24,48634917-2F9A-4E42-A7BE-9774295ADD1B
3262,ruth8@adventure-works.com,2457,2013,Trim. 3,julio,22,33BA22C7-BAD3-4EA8-9A50-8A468D8597CF
3263,ruth9@adventure-works.com,2458,2013,Trim. 4,diciembre,27,C6639619-558C-48CB-9113-D9D9E7280CE6
3264,maria28@adventure-works.com,2459,2011,Trim. 2,junio,22,8D860CD7-2620-4862-8F10-8D03E3EAE241
3265,cedric6@adventure-works.com,2460,2014,Trim. 2,mayo,14,4C5A7615-9303-40FD-8101-7D9E78792337
3266,ruth10@adventure-works.com,2461,2013,Trim. 2,abril,20,53BA4720-FD70-4D36-9CEC-CDAA7B4293AE
3267,ruth11@adventure-works.com,2462,2011,Trim. 3,agosto,9,8FB87155-E50F-47D8-9D43-232FECD6E98B
3268,ruth12@adventure-works.com,2463,2012,Trim. 4,noviembre,17,4592EE73-6482-420B-82E3-1FBE7E7DD0F7
3269,maria29@adventure-works.com,2464,2013,Trim. 2,abril,12,7FA54E32-ED1A-4D37-9DF7-8A1C4602E77A
3270,ruth13@adventure-works.com,2465,2013,Trim. 3,julio,26,21EF20D0-AD6C-41F7-94F7-186E9434FC5B
3271,maria30@adventure-works.com,2466,2013,Trim. 4,diciembre,5,204AED89-0799-4938-AD99-4389A3A6E1B1
3272,maria31@adventure-works.com,2467,2011,Trim. 3,septiembre,1,C99AF85A-62CE-4E81-AFC6-CA6496859CC8
3273,margaret3@adventure-works.com,2468,2014,Trim. 1,enero,11,8519FAB7-CC31-4CCA-B1A2-40D56E20998B
3274,maria32@adventure-works.com,2469,2013,Trim. 3,septiembre,18,15C547E6-B376-4FD3-ABF1-149EA174405F
3275,maria33@adventure-works.com,2470,2013,Trim. 3,septiembre,2,9A9600CE-1A2D-4D0A-ADFE-CBE1DC605475
3276,maria34@adventure-works.com,2471,2013,Trim. 4,noviembre,14,735744CA-906D-4B56-9934-22570DE82DFF
3277,ruth14@adventure-works.com,2472,2012,Trim. 2,junio,12,6E1C6F83-8458-448C-9DB6-057636E933B8
3278,maría35@adventure-works.com,2473,2013,Trim. 3,agosto,5,B27714D9-E2A6-46AC-B8DD-2AF69819EBF7
3279,ruth15@adventure-works.com,2474,2011,Trim. 4,noviembre,27,2A176D1A-BB87-4BD8-8773-4A051E3037B2
3280,maria36@adventure-works.com,2475,2014,Trim. 1,febrero,1,4E6B9112-67E5-4081-ABE0-FF9CCD1FE615
3281,ruth16@adventure-works.com,2476,2012,Trim. 2,junio,6,62339E24-7D60-4F29-81A7-53C5FCAD1891
3282,maria37@adventure-works.com,2477,2013,Trim. 4,octubre,29,B2BEDA2E-3260-4A18-881E-EC76C9181A06
3283,ruth17@adventure-works.com,2478,2014,Trim. 2,mayo,22,D7160C69-F34A-41A4-9255-808046FBED0A
3284,maria38@adventure-works.com,2479,2013,Trim. 4,diciembre,18,77B62809-6DE0-49DC-8C6F-8D24400F718E
3285,cedric7@adventure-works.com,2480,2014,Trim. 1,marzo,28,C4550101-8FD3-424B-9327-263E98379DF2
3286,ruth18@adventure-works.com,2481,2012,Trim. 2,junio,10,C3F3937A-E6AF-456C-938B-4FDB0FD2F02B
3287,maria39@adventure-works.com,2482,2014,Trim. 1,enero,23,F5EBFE22-20CB-42E6-BB8E-6CB371640219
3288,maria40@adventure-works.com,2483,2011,Trim. 3,agosto,21,B9AF6AE0-6CB9-4AB1-9548-567301E044AB
3289,ruth19@adventure-works.com,2484,2012,Trim. 2,mayo,13,A3F7AC6F-F69E-4903-A3FC-EFBFBFE672A5
3290,maria41@adventure-works.com,2485,2013,Trim. 3,julio,19,307E7AB7-BD2E-455A-A45A-91747EC33CE9
3291,maria42@adventure-works.com,2486,2013,Trim. 3,septiembre,6,76A340C7-A745-4EA6-95B4-D75761546BA4
3292,maria43@adventure-works.com,2487,2013,Trim. 1,marzo,25,2D288C15-EF8F-4C35-92AA-CF3CE9F86B64
3293,gabrielle0@adventure-works.com,2488,2014,Trim. 2,junio,16,CB0D95D7-5961-4018-A9E8-46F2CDEA1104
3294,ruth20@adventure-works.com,2489,2012,Trim. 4,octubre,2,0F107CEE-6699-40CF-B3F7-E0652528E9F1
3295,ruth21@adventure-works.com,2490,2013,Trim. 2,abril,28,423B6316-0397-4C97-BAC4-C98FA8AF4C3A
3296,gabrielle1@adventure-works.com,2491,2014,Trim. 2,abril,25,DEAE4AA4-7D43-4BF5-9AE0-F610C91768B6
3297,ruth22@adventure-works.com,2492,2012,Trim. 3,agosto,2,48C5569D-E5D3-463D-80F6-A1E29EFF28EF
3298,gabrielle2@adventure-works.com,2493,2014,Trim. 2,junio,27,1E2AB8A1-D760-4A78-8C1E-593339E09423
3299,ruth23@adventure-works.com,2494,2013,Trim. 3,agosto,26,B7D2DB7C-25D1-44BA-85B1-85131E7434C3
3300,gabrielle3@adventure-works.com,2495,2014,Trim. 1,marzo,9,A89AFA47-7804-4FFD-975A-D94509C51C9F
3301,gabrielle4@adventure-works.com,2496,2013,Trim. 4,diciembre,4,1A730FD3-3550-4082-8861-8BAB76F24B68
3302,gabrielle5@adventure-works.com,2497,2013,Trim. 2,mayo,15,D406FDE5-DC9A-4FED-9DE1-7FCB261EBAC4
3303,ruth24@adventure-works.com,2498,2014,Trim. 2,abril,3,1B017B87-1180-4ADB-BBCF-171704C3C950
3304,gabrielle6@adventure-works.com,2499,2011,Trim. 4,noviembre,20,92B6E0F0-1722-4C0B-98DF-0ADA7DAFD47C
3305,gabrielle7@adventure-works.com,2500,2014,Trim. 1,febrero,22,58E7AE79-D240-47F9-B4BB-4F24C3E96932
3306,gabrielle8@adventure-works.com,2501,2014,Trim. 1,enero,20,A3A2C825-AC2E-4FE8-A3F1-7D85BBF3BB1D
3307,gabrielle9@adventure-works.com,2502,2012,Trim. 4,octubre,22,534407F1-781D-4EF6-8F9A-B7E468A23B8B
3308,ruth25@adventure-works.com,2503,2013,Trim. 4,octubre,29,20E3AE07-1375-48C1-9855-DDB91A3B3CD1
3309,gabrielle10@adventure-works.com,2504,2014,Trim. 1,febrero,25,128C18AA-E6D8-4CEC-815A-6297815E7F0F
3310,gabrielle11@adventure-works.com,2505,2011,Trim. 4,diciembre,19,22CECAAB-0B3A-4007-976A-9AE2F05B44B3
3311,toni0@adventure-works.com,2506,2011,Trim. 4,noviembre,24,0DCC57EC-7A12-44F1-8E9B-63E9443EBEDF
3312,gabrielle12@adventure-works.com,2507,2012,Trim. 4,noviembre,1,9E5E6B19-70B9-4194-9858-B7FE4D517724
3313,warren4@adventure-works.com,2508,2013,Trim. 3,julio,25,538693E2-4D94-4B52-AB58-BFBFFD7595DA
3314,cedric8@adventure-works.com,2509,2013,Trim. 4,noviembre,6,B82A5770-2951-482E-B22D-94C4D8063E9C
3315,toni1@adventure-works.com,2510,2012,Trim. 3,julio,18,F66B0140-8A3A-4117-988C-09A058D7AD3D
3316,gabrielle13@adventure-works.com,2511,2014,Trim. 1,marzo,23,D83AED51-96CB-49F0-B29A-36A32DEF45C8
3317,gabrielle14@adventure-works.com,2512,2012,Trim. 2,abril,3,F00FAFE2-92D6-4C83-93B1-81080A71C278
3318,gabrielle15@adventure-works.com,2513,2013,Trim. 4,octubre,11,5A0B1742-CF81-4BF6-A253-F4A977911A1F
3319,gabrielle16@adventure-works.com,2514,2014,Trim. 1,enero,9,DEA755EE-8571-45D4-A532-623582349087
3320,toni2@adventure-works.com,2515,2012,Trim. 1,febrero,12,BC3A79A2-34F1-4927-A811-134A26016787
3321,gabrielle17@adventure-works.com,2516,2014,Trim. 1,enero,18,7EBF823C-9802-4D28-8CC2-67A8F9DA6CC1
3322,toni3@adventure-works.com,2517,2014,Trim. 1,febrero,17,078E748B-1612-4E85-97D1-E7915A53432C
3323,gabrielle18@adventure-works.com,2518,2014,Trim. 2,mayo,31,1B273A21-BA20-4D04-BCA3-4A8BFD632D19
3324,gabrielle19@adventure-works.com,2519,2013,Trim. 4,noviembre,25,37BC6AC8-AE94-4C40-99FC-599B89D16143
3325,gabrielle20@adventure-works.com,2520,2014,Trim. 2,junio,20,BB5F5DB6-7278-4ACA-B68C-0B15396C85D8
3326,toni4@adventure-works.com,2521,2012,Trim. 3,septiembre,5,597C2558-0DFD-4558-8D44-00CF72D57874
3327,gabrielle21@adventure-works.com,2522,2014,Trim. 2,abril,9,3C1A94A0-AC45-44B0-93EF-584D11602602
3328,toni5@adventure-works.com,2523,2013,Trim. 4,noviembre,1,899B50D7-9E79-4739-BC7C-F7EB5198735A
3329,gabrielle22@adventure-works.com,2524,2013,Trim. 4,noviembre,30,81FFEE60-0B71-4CD6-92D3-4BE34FD24D3E
3330,toni6@adventure-works.com,2525,2013,Trim. 2,mayo,10,3C24D93A-2AD6-41B8-AFBB-7C20E58427BC
3331,gabrielle23@adventure-works.com,2526,2014,Trim. 1,marzo,23,DEE78194-AFE5-47B7-A35A-280B417FD627
3332,gabrielle24@adventure-works.com,2527,2014,Trim. 1,febrero,26,C48590B2-0C1E-4525-B31D-ABC1B78CD2C7
3333,toni7@adventure-works.com,2528,2013,Trim. 3,septiembre,4,59C530F2-BB68-4229-B6B8-977DBE411B8E
3334,gabrielle25@adventure-works.com,2529,2012,Trim. 2,abril,1,CFC09550-D1EF-458A-A792-DBB5AA90AE2D
3335,gabrielle26@adventure-works.com,2530,2012,Trim. 3,julio,14,54A251A1-66A3-42A2-9865-1721CC195AE6
3336,gabrielle27@adventure-works.com,2531,2013,Trim. 3,septiembre,4,419E9ED4-19E2-43F0-98D2-561C6A4EE989
3337,gabrielle28@adventure-works.com,2532,2011,Trim. 3,agosto,14,FBEB772C-8A0A-410B-AED7-4A47DB04C470
3338,gabrielle29@adventure-works.com,2533,2011,Trim. 2,junio,18,D7C93C14-F9A3-4CC7-A6A4-D89D0D235720
3339,toni8@adventure-works.com,2534,2013,Trim. 3,septiembre,21,8705A104-A66E-4AA4-B433-397BB64C87DD
3340,gabrielle30@adventure-works.com,2535,2014,Trim. 2,mayo,6,F1A9A10A-689A-4113-9F4A-B8D85006F28E
3341,gabrielle31@adventure-works.com,2536,2013,Trim. 4,octubre,23,222BB04A-9D18-4CEC-B353-9507F17316B8
3342,cedric9@adventure-works.com,2537,2011,Trim. 3,septiembre,9,B0B0F53A-B47F-46B5-BC20-11B68E0E8574
3343,toni9@adventure-works.com,2538,2013,Trim. 4,octubre,18,93549D85-94CF-483C-9844-FD19518E3545
3344,gabrielle32@adventure-works.com,2539,2011,Trim. 3,julio,22,263261A9-2C74-4790-AADC-954E7AB82233
3345,gabrielle33@adventure-works.com,2540,2014,Trim. 2,mayo,17,F75B76FC-2EF3-4053-98B3-2D309B09945B
3346,toni10@adventure-works.com,2541,2011,Trim. 3,septiembre,19,6B42CCCC-F223-4F9E-9BC1-F06BFE77E796
3347,gabrielle34@adventure-works.com,2542,2014,Trim. 2,abril,19,965F0F4C-2413-4B8F-8157-C4F6D0720A55
3348,toni11@adventure-works.com,2543,2013,Trim. 3,agosto,11,5CF93DDF-91D9-4BBE-8BE1-BED3BB829DCC
3349,toni12@adventure-works.com,2544,2014,Trim. 1,enero,8,78B4A2C3-238B-4F55-843C-1DEBB33E9A4A
3350,gabrielle35@adventure-works.com,2545,2012,Trim. 3,agosto,11,CD1FCECB-1E58-4964-AC4A-C18F088A3F40
3351,toni13@adventure-works.com,2546,2014,Trim. 1,febrero,26,2E948099-7F7F-4213-8396-7916A2E9F60E
3352,gabrielle36@adventure-works.com,2547,2012,Trim. 2,junio,15,3EB85F15-4E29-4DDA-A8C8-7CD9194128C0
3353,gabrielle37@adventure-works.com,2548,2013,Trim. 3,septiembre,13,DCD7725D-51F2-45D3-9576-19DABA1F3879
